N,P,K,temperature,humidity,ph,rainfall
-1.2107851755994308,2.4046609718142054,2.30615780421983,-0.9537237389962692,0.8462323496285433,-1.2360811671383214,0.04482344270075108
1.5773041420009077,-0.5332286197577053,-0.8658355886342949,-0.04233694200951701,0.2270053363807748,1.456947134874933,-0.7719837833319154
-0.26337618418184006,0.6802475158915623,-0.8658355886342949,0.6715213042777791,-0.46960682207753185,0.18869075474479272,-0.5606965016598683
-0.29044501250805693,0.8079818459599062,-0.7806814035912312,-1.3639426687830751,-2.275365959146501,-1.0855272904674222,-0.4289005891358232
-0.3175138408342738,0.8079818459599062,-0.9935668661988906,-0.9026429675159331,-0.3988758013222873,-0.7345281157222486,-1.1752194911070317
-1.2649228322518646,-1.491236095270285,-1.3341836063711456,-0.5506716902616593,0.8822799126217067,0.33906611146246607,0.20363767720796855
-0.4528579824653582,0.48864602078904634,0.5392084645762572,0.37164544812161093,1.019753672691469,0.3091923397893133,-1.2030462644065028
1.0359275754765702,-0.2458263771039314,-0.09944792324672104,-0.9090125403264422,0.4041255049898006,-0.025990201688091366,1.6200728927047543
-0.723546265727527,0.5525131858232183,-0.9509897736773587,-0.08949029389912723,-0.11441000024420231,0.11865329454703269,-1.3064568748802596
1.0900652321290039,-0.5651622022747913,-0.01429373820365727,-0.14936701047582868,0.40642114498178317,-0.44828750139951273,1.5847094434067641
-0.3175138408342738,-0.8844980274456512,-0.09944792324672104,-1.4242291473782571,1.056657214627294,-1.2245140300611765,0.10515136975592938
-0.6152709524226595,-1.459302512753199,-1.249029421328082,1.9121920818580984,0.92786550788501,0.36903073946280535,0.25987210901896635
-0.0738943858983219,0.2970445256865304,-0.9935668661988906,-0.04972263599234052,-0.21752237644546754,1.4760264497376325,-0.707746112619557
1.1712717171076545,-1.523169677787371,0.7095168346623847,0.6349338373580805,0.917077174947885,-0.5148887080507668,-1.4649979233974295
1.7667859402844257,0.5844467683403043,0.36890009449012967,0.4195841082784913,0.4755203412992577,-0.035156646742898916,-0.21125602339130228
-0.7776839223799608,2.4046609718142054,2.30615780421983,-0.37846284953679926,0.38828205228847135,-0.6281902367885704,-0.6793988409828389
-0.4257891541391413,-0.05422488200141548,-0.9084126811558267,0.6804047813512721,-0.9721118630202975,-2.6277090880297074,-1.1932469415015632
-1.183716347273214,-0.9483651924798232,-0.1420250157682529,-1.2437607389355565,0.774421868710788,0.8123863286047797,0.00680103678221259
-0.8047527507061777,-0.46936145472353336,-0.7806814035912312,0.32012647874508765,-0.3554514275536322,-0.9141717901331432,-0.7780345538672282
-0.5611332957702257,2.2130594767116896,2.30615780421983,-0.8977834393329515,0.9542889541075933,-1.2170650252803636,0.07658641291653069
-1.1025098622945633,0.8079818459599062,-0.8658355886342949,-1.5009566775777197,-0.3941578846760371,-0.22536063375761897,-1.1305618249280687
-0.8318215790323945,2.2130594767116896,2.30615780421983,-2.449484726055781,0.42157925797120566,0.035526588646807404,-0.7222741375018219
-0.940096892337262,2.4046609718142054,2.30615780421983,0.7486758149598095,0.5081842621351677,-1.067495831083702,-0.6487391178410542
-0.47992681079157506,0.13737661310110044,-0.9084126811558267,0.4883943007588257,0.7744628108404648,0.44219590125033525,-0.8636964483036195
-1.183716347273214,2.4046609718142054,2.30615780421983,-0.5605086177213555,0.9929363171759796,-0.8289536155937393,0.04751995767825442
-0.8859592356848283,-1.076099522548167,-0.48264175594050795,0.4583731802864749,-0.8596176362164633,-2.3144435537218975,-0.15739122475995107
1.550235313674691,-0.5332286197577053,-0.823258496112763,-0.5990813414399215,0.271032634562839,1.0648605724633644,-0.7311275334448749
-0.6423397807488763,-0.9164316099627372,0.11343753936093838,-0.27048976341058073,0.8717348719891466,0.20390594614806565,0.1605907878177283
-1.183716347273214,-0.7886972798943932,-0.1420250157682529,0.9401743965904434,-1.1095079583904786,-2.4559605062352667,-0.10827794845469033
0.846445777193052,0.7760482634428202,0.32632300196859776,0.7118250716210779,0.48113677662799686,-0.7678129898562523,-0.12397515915391479
-0.47992681079157506,0.23317736065235842,-0.9935668661988906,0.7128196064491955,0.4578624105057031,0.06768824448189144,-0.8887405542511015
1.496097657022257,-1.0441659400310812,0.5392084645762572,0.8783637745142203,0.8756538150826382,-0.16288207714333525,-1.589350308149243
0.4945510089522326,0.3609116907207024,0.36890009449012967,2.477483440738131,1.034584215397377,0.7290190423960865,1.6430000075665383
-0.04682555757210502,0.6163803508573903,-0.9935668661988906,1.2671490742923717,-0.16371466660878484,0.9256942317828177,-0.5316623940670883
-1.0213033773159126,-1.139966687582339,0.2837459094470659,-0.9240482360752179,0.9511508780189595,0.9565472761516087,0.0792465326596817
-1.2107851755994308,2.2769266417458613,2.30615780421983,-0.5566391565397593,1.0048146268274805,-0.6715779368569906,0.14356367265411235
1.3066158587387389,-1.076099522548167,-0.22717920081131668,0.4118593102871007,-0.7171682523135122,-0.25719848255361005,0.5530390204854959
-0.29044501250805693,2.4046609718142054,2.30615780421983,-0.6129014289350374,0.9333691171634072,-0.6497490979109414,0.09384429121553056
-0.940096892337262,-0.5651622022747913,-0.3123333858543804,1.4198455802213212,-0.956317512570463,-1.5683517842943027,-0.12077158885232288
-0.3445826691604907,-0.9164316099627372,-0.22717920081131668,0.5719008127843086,1.146735681143103,-0.6681235917940617,0.7923273582924177
-1.2378540039256476,-0.5651622022747913,-0.7806814035912312,0.7080993273047992,-0.8046227807336759,2.589958362521084,-0.6972472366272617
1.550235313674691,-0.21389279458684543,-0.9084126811558267,-0.27599778781864653,0.6018915707204174,0.6450792336180614,-0.7231462491633988
-0.5882021240964426,0.3289781082036164,-0.9084126811558267,0.941330670574005,-0.1613569462538183,1.0963441643469058,-0.6949850736420851
-1.1566475189469971,2.4046609718142054,2.30615780421983,-1.0915669241198955,0.4266437360648414,-0.00734892405269836,-0.6011282302746009
-0.3445826691604907,2.4046609718142054,2.30615780421983,-0.10390144871465011,0.5290100934696371,-0.18630400407929273,-0.5678269493092886
1.6314417986533416,1.09538408861368,0.4114771870116615,0.16988147423502425,0.4439096395646249,-1.2195866042042969,-0.07851310150114213
-0.6423397807488763,0.3289781082036164,-0.823258496112763,-0.9921474635641291,-2.259402558989173,-1.232191929590204,0.6027095604998669
0.9276522621717026,-0.5012950372406193,0.028283354317874612,-0.22793034750038285,0.5057548838431983,-0.13333677138648986,2.171365140097417
-0.9942345489896958,0.20124377813527244,-0.6955272185481673,-0.3769150676159898,-0.16090604594770325,0.4181533132111234,-1.0755361412461992
1.8750612535892932,0.23317736065235842,-0.9935668661988906,-0.6977046314442928,0.5562729831901024,1.1331136004733346,-0.7166754867263551
1.4148911720436064,-0.6290293673089633,-0.5677959409835718,0.3194935890789699,-0.7067001458647553,0.6160999129296086,0.7254379629368718
0.08851858405897937,0.45671243827196034,0.5817855570977891,2.1428962619877483,0.9806154672660872,0.170822641077169,0.7611641042047324
-1.3190604889042983,-0.05422488200141548,-0.9084126811558267,0.058934578393575646,-1.1463715290727625,-0.8535803733953111,-1.2384258988083634
-0.37165149748670756,0.5525131858232183,-0.5677959409835718,-1.2479108055795174,-2.0929216594611857,-0.879759053895846,-0.35283846272113756
0.8735146055192688,-0.9802987749969092,0.6669397421408528,0.06335786295584296,0.4711516466873785,-0.25239809742701974,-0.9278633375595408
-0.8859592356848283,-0.5332286197577053,-0.6529501260266355,-0.3362945290182116,-0.795813164794947,1.0313053217606034,-1.306472510321174
-1.3461293172305153,-1.491236095270285,-0.1420250157682529,0.30260645230132527,1.0890218032536114,-0.3148578650635562,0.8745613438909468
-0.6694086090750933,2.1811258941946035,2.30615780421983,-0.72484439708139,0.8332243269782238,-0.4102667319616014,0.19661290683259153
1.5773041420009077,-1.012232357513995,0.7095168346623847,-0.14869122244290103,0.8201725623370175,0.4231840894076694,-0.8704887096926955
-0.6694086090750933,-0.5651622022747913,-0.3123333858543804,1.6685805523193034,-0.8275510221006729,-1.5372735325415854,-0.08078150314141663
-0.39872032581292444,0.2651109431694444,-0.7381043110696993,1.9008054586060745,-1.4572104943344613,-1.1570932035850596,1.2913129552677063
0.8193769488668351,-0.8844980274456512,0.45405427953319344,0.9078716329229336,0.978127069948473,-0.5275261522842782,-1.4770822533655676
1.90213008191551,-0.5332286197577053,-0.6103730335051036,-0.41150549041479534,0.45876983375321145,1.2208438840836078,-0.05514437894041379
0.5486886656046663,0.04157586554984249,-0.9509897736773587,-0.6349976114918119,-0.3499347300921813,-0.9749773918995176,-0.28095053397606634
1.2254093737600884,-1.1080331050652532,0.4966313720547253,-0.05712642031405502,0.5762223505896505,0.6067488105359768,-1.1800822645540594
0.3321380389949313,-0.2777599596210174,0.11343753936093838,-0.30338984212574127,0.5503182202163542,-1.2031861601817653,2.171365140097417
0.6840328072357508,-0.43742787220644735,-0.6103730335051036,-0.2860040822750464,-0.7113112104264075,0.7322672787311428,-0.7384405751992538
-1.12957869062078,-0.5651622022747913,-0.7806814035912312,0.3860390208374567,0.42682642431321755,0.6198589088247407,-1.1995413218419573
1.1442028887814377,0.16931019561818644,-0.01429373820365727,-1.05995902127825,0.5523263833802637,0.6453332451954821,2.171365140097417
1.8479924252630764,-1.523169677787371,0.7095168346623847,0.8694899050757459,1.0253043687885315,-0.401053647435125,-1.4658630156724495
-0.37165149748670756,0.6163803508573903,-0.8658355886342949,-1.4297751940338095,-2.108847921921561,-1.0101551431802354,0.062394560808793
1.1712717171076545,0.5525131858232183,0.4114771870116615,-0.0984191361071629,0.6022174876840906,-0.36488643010948013,-0.20888971386366814
-1.1025098622945633,2.4046609718142054,2.30615780421983,-0.7294588242451854,0.8442811172754342,-0.31782300883558223,0.4330428299977813
-0.5340644674440088,-1.0441659400310812,-0.5252188484620398,-0.007231060447875953,1.1741255925516965,-0.02504024703269638,1.898136242884919
-0.37165149748670756,-0.46936145472353336,-0.26975629333284856,1.3307291620273087,-1.1657960896243527,-1.430689434687753,-0.2070607463612873
0.22386272569006377,0.3289781082036164,-0.8658355886342949,1.2877441095976525,-0.509788677566334,0.08940772724744515,-0.690738681263721
0.8193769488668351,-1.1080331050652532,0.4966313720547253,0.1787370109108817,0.4240991995531552,0.06257726160336186,-1.0578126237348664
0.846445777193052,0.7121810984086483,0.7095168346623847,0.37132707772115214,0.31483812596066507,-0.2471578868864275,-0.1954531502001949
-0.39872032581292444,-1.331568182684855,-1.0787210512419543,-1.756263082768239,0.9690490784171076,1.0006783822947323,0.20452458347784908
-0.8047527507061777,0.3289781082036164,-0.9084126811558267,-0.1084571583002803,-0.14844871223848888,0.13461289231335044,-1.1815861704093054
-1.2649228322518646,-0.40549428968936135,-0.5252188484620398,0.4216699411521419,-1.029302876712646,0.354347401371316,-0.12369508351021574
-0.506995639117792,0.5525131858232183,-0.7806814035912312,-1.0007963084956377,-1.13356073085655,-0.34612653883052125,1.8159815285653176
-0.8588904073586114,2.2449930592287757,2.30615780421983,1.9481464804836697,0.4293154353359685,-0.40344399675005094,-0.709929567020404
-0.9130280640110452,0.6483139333744763,-0.8658355886342949,-1.2968733487209787,-1.6609023301884551,-1.1360667151022548,1.851098444497049
-0.723546265727527,-0.2777599596210174,-0.9084126811558267,0.9059011065551815,0.38436799682176354,0.2808176043372189,-1.0024495576698633
